brewery,beer name,size,style,description from brewer,color,ABV,OG,FG,IBU,availability,calories,calories/serving size,ingredients,grains,Hops,yeast,other ingredients,distributor,item,upc,reg price,post off,net case price,unit price,deposit,suggested +20%,suggested +25%,suggested +30%,,,,
Firestone Walker Brewing Company,Saucerful of Secrets,,Blend,"2007 Winter Ale release is an extension of Quercus Alba --the Firestone Walker Barrel aged program-- and couples the use of oak barrels with the FW brew team's first high gravity Belgian Ale.",,10.2,23,6,24,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Saucerful of Merkins,,Bend,,,,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Parabola,,Russian Imperial Stout,,,13,,,50,limited,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Bravo Brown,,Imperial Brown Ale,,,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
Firestone Walker Brewing Company,Ruby,,,,,,,,retired,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Burning River Pale Ale,,Pale Ale,An assertively hopped American Pale Ale with citrusy and piney Cascade hops. Named after the infamous 1969 burning of the Cuyahoga River. ,,6,,,45,year-round,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Dortmunder Gold Lager,,Dortmunder,A smooth lager that strikes a delicate balance between sweet malt and dry hop flavors.,,5.8,,,30,year-round,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Eliot Ness Amber Lager,,Amber Lager,"An amber lager with rich, fragrant malt flavors balanced by crisp, noble hops. Named after one of Cleveland's most respected safety directors who frequented the Brewpub's bar during his tenure from 1935-1941 and, according to popular legend, was responsible for the bullet holes in the bar still evident today. Margaret Conway, the mother of owners Patrick and Daniel Conway, worked with Ness as his stenographer. ",,6.2,,,35,year-round,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Commodore Perry IPA,,India Pale Ale,"A medium-bodied and well hopped India Pale Ale with a dry, fruity aftertaste. This monumental India Pale Ale honors the hero from The War of 1812 who battled the enemy on Lake Erie",,7.5,,,80,year-round,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Edmund Fitzgerald Porter,,Porter,"A complex, roasty porter with a bittersweet, chocolate-coffee taste and bold hop presence. Named after the ship that frequently docked in Cleveland and sunk in Lake Superior on November 10, 1975 with many Northeast Ohioans on board. ",,5.8,,,37,year-round,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Conway's Irish Ale,,Irish Ale,"A malty Irish Ale with a notable toasty flavor derived from lightly roasted malt. Named after Patrick Conway, the grandfather of co-owners Patrick and Daniel Conway and a Cleveland policeman who directed traffic for 25 years near the brewery. ",,6.5,,,25,Spring,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Oktoberfest,,Oktoberfest,An amber lager with rich malt flavor balanced by fragrant noble hops. Cleveland's commemoration of Oktoberfest dates back to the mid 1800s when German immigrants celebrated at outdoor beer gardens like Haltnorth's Garden and Kindvater's St. Clair Garden. ,,6.5,,,20,fall,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Grassroots Ale,,Saison,"Formerly Hale Ale: A fragrant saison blended with coriander, lemon balm, chamomile and lemon basil, some of which were sustainably grown on our ""Pint Size Farm"" at Hale Farm & Village. This mild ale honors the grassroots foundation of our company and our unwavering commitment to Mother Earth.",,6.2,,,30,seasonal,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Christmas Ale,,Holiday Ale,A holiday ale brewed with honey and spiced with fresh ginger and cinnamon.,,7.5,,,40,winter,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Blackout Stout,,Russian Imperial Stout,A Russian Imperial Stout with a hearty malt body and bold hop flavor.,,9,,,85,winter,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Nosferatu,,Red Ale,"Highly hopped stock ale rich with flavor, yet remarkably balanced. Named after the notorious German vampire from the 1920s film era. ",,8,,,75,fall,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Glockenspiel,,Weizenbock,"A complex, plum-colored Weizenbock with spicy notes of clove and banana. Named after the Glockenspiel of Marienplatz in Munich, Germany, which features 43 bells and 32 life-sized figures that chime and re-enact two 16th century stories each day. ",,8,,,20,spring,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Anniversary Ale,,Golden Ale,A pale golden ale with mild fruity and spicy characteristics and a crisp finish.,,9.5,,,35,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Barrel Select Pils,,Pilsner,Crisp golden pilsner loaded with noble hop flavors.,,5.1,,,40,Limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Holy Moses White Ale,,Witbier,"A Belgian Wit Ale spiced with orange peel, chamomile and coriander.",,5.4,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Imperial Dortmunder (20th Anniversary Beer),,,"An imperial golden lager balanced between malt sweetness and dry hop flavors, yet darker in color and richer in finish.",,7.5,,,35,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Independence Ale,,Red Ale,An American Red Ale with crisp hop flavor.,,6,,,45,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Locktender Lager,,lager,A bright golden Munich Helles lager with a mild hop profile and slightly malty flavor.,,4.8,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Mondog ESB,,Extra Special Bitter,Extra Special Bitter ale with a flowery hop bouquet and crisp finish.,,5,,,25,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Ohio City Oatmeal Stout,,Oatmeal Stout,A smooth and creamy medium-bodied stout with soft malty notes and dry finish.,,4.8,,,25,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Prohibition Pils,,Pilsner,Crisp golden pilsner loaded with noble hop flavors.,,5.1,,,40,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Rockefeller Bock,,Bock,"A classic German Bock with a rich, malty flavor.",,7.5,,,35,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,The Stein Bach,,Bock,"Malty, full-bodied Pale Bock brewed in honor of Eric Steinbach (#65).",,7.5,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Alberta Clipper,,Porter,Winter porter with Belgian chocolate and raspberries.,,7.0,,,40,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Aloha Ale,,,"A lighter-bodied ale with a blonde color and slightly bitter, dry finish.",,6.0,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Altbier,,Alt,A German Ale with mild hoppy flavor and clean dry finish.,,4.6,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Bailout Brew,,,"Bitter pill? Hardly. Our light, malty, full-bodied maibock is the perfect bailout solution to stimulate the economy!",,7.5,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Barleywine,,barleywine,"A full-bodied barley wine with a smooth, velvety taste and mellow hop nose.",,10.2,,,95,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Barrel-Aged Blackout Stout,,Stout,Blackout Stout aged in oak bourbon barrels.,,9,,,85,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Big Black Smoke,,Porter,A traditional porter with a subtle smoked malt flavor.,,6.2,,,27,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Cellar Dweller,,,"Light, crisp German Ale with a noble hop presence.",,5,,,45,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Cleveland Brown Ale,,Brown Ale,"A rich brown ale with toasted malt notes blending into a dry, nutty finish.",,6,,,40,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Cream Ale,,Cream Ale,"Light, crisp American Ale with a noble hop presence and hint of maize.",,5.5,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Engine 20,,American Pale Ale,Hoppy American Pale Ale with smoky undertones.,,6,,,40,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Grand Cru,,,A full-bodied Belgian Ale spiced with coriander and orange peel for a subtle citrus flavor and complex finish.,,7.8,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Highlander Scottish Ale,,,Rich malty flavors derived from kettle caramelization with hints of roasted malt.,,4.6,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Honey Ale,,Blonde Ale,A blonde ale brewed with raw honey.,,8,,,40,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Instigator Dopplebock,,Dopplebock,Double bock with huge malt flavors.,,8,,,35,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Lake Erie Monster,,Imperial IPA,An Imperial India Pale Ale with huge hop flavor.,,9,,,92,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Lock Erie Scotch Ale,,Scottish Ale,"A tawny Scotch Ale with a rich caramelized malt flavor, a very mild hop presence and a dry finish.",,8.3,,,12,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Lorelei Dunkel Weizen,,Dunkel Weizen,A classic dark German wheat with roasty malt undertones.,,5.1,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Market Street Wheat,,Hefeweizen,A classic Hefeweizen served unfiltered to showcase the hints of clove and banana.,,5.3,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Pumpkin Ale,,Pumpkin Ale,A mild ale brewed with fresh pumpkins and spices.,,5.4,,,15,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Rackhouse Ale,,Sweet ale aged in oak bourbon barrels.,,5.8,,,12,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Rock's Rye,,Light malty rye ale.,,5.7,,,18,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Rubicon,,Belgian Red Ale,A Belgian red ale with fruity aroma and complex hops.,,5.8,,,45,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Rye of the Tiger,,India Pale Ale,India Pale Ale brewed with rye malt and loaded with hops.,,7.5,,,92,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Schwartzbier,,"Dark lager with a mild, malty flavor and smooth finish.",,5.3,,,20,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Thomas Jeffe-Weizen,,American Wheat Ale,Thomas Jefferson's delicate American Wheat Ale.,,4.6,,,18,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,WIT Till Next Year!,,Witbier,"True Cleveland sports fans are very familiar with this phrase, so do we really need to say any more? (By the way, this beer is a special Wit brewed with cardamom, coriander, grains of paradise, green peppercorns and orange peel.)",,4.8,,,30,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Wolfhound Stout,,Irish Stout,Roasted barley flavors dominate this thirst quenching dry Irish Stout.,,4.8,,,60,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,Woodtooth Porter,,Porter,George Washington's true American molasses porter.,,6.2,,,25,limited,,,,,,,,,,,,,,,,,,,,,,
Great Lakes Brewing Co.,York Street Bitter,,Extra Special Bitter,"A medium-bodied ESB with a fresh fruity hop aroma, malty palate and clean, dry finish.",,5.5,,,45,limited,,,,,,,,,,,,,,,,,,,,,,
Rock Bottom Brewery,Daylight,,lager,This light-bodied lager is golden in color and crystal clear. Daylight has a moderately subtle flavor that makes this beer truly refreshing.,,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
Rock Bottom Brewery,Faller Wheat,,Wheat Ale,"A pale gold wheat ale, unfiltered with a slight haze, Faller Wheat is a light-bodied ""session beer"" bearing a ?subtle flavor of European hops.",,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
Rock Bottom Brewery,Peashooter Pale Ale,,Pale Ale,"A British-style ale with a rich gold color, this medium-bodied ale uses noble German hops and three types of malt",,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
Rock Bottom Brewery,Rain City Red,,,This deep ruby red color comes from both German and British malts. It is ?generously spiced with local hops to have ?lingering bitterness and a romantic hop bouquet in the Northwest tradition.,,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
Rock Bottom Brewery,Brown Bear Brown,,Brown Ale,"A classic, flavorful brown ale with a toasty malt and mild hop character, great depths of color and a rich, medium body.",,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
Rock Bottom Brewery,Flying Salmon Stout,,Stout,This full-bodied traditional stout has malt sweetness with a roasty signature. It is smooth in flavor with a hoppy nose.,,,,,,year-round,,,,,,,,,,,,,,,,,,,,,,
